age,weight(kg),calories_to_maintain_weight,Label
3,13.950221540565062,1600.1283999999998,1
2,15.761863390184292,1852.1561,4
3,16.95739497049648,1505.3377,0
4,13.426548081981284,1763.8669,3
3,17.530912723774172,1405.0671,14
3,13.663090598913294,1579.4292,1
4,16.26279988402097,1368.6801999999998,14
4,15.756218507658936,1223.7017,13
4,17.666654675566505,1467.4065,0
3,12.910030116469583,1734.8235,2
4,14.951394384906658,1620.7511,1
4,14.96129311350519,1600.1216,1
2,16.06372701776128,1389.4814,14
4,16.24123717007565,1845.3807,3
5,15.79551504584482,1638.2016,1
2,16.681865377974653,1456.1685,0
2,17.831065856717824,1174.9272,13
3,16.491886978677165,1470.771,0
4,16.777334757775897,1860.4078,4
5,14.842510175358228,1381.155,14
2,17.02860978215754,1643.5702,15
4,17.65932850397199,1622.1009,15
5,16.590205873352648,1804.1716,16
5,17.085397418334978,1234.1147,13
5,17.80295509382316,1625.4142,15
3,16.78042614768466,1866.1933,4
5,15.857276450801423,1784.005,16
2,16.01355207086212,1839.998,3
4,15.664853779594262,1408.9634999999998,14
3,17.487237201340058,1445.976,14
2,16.20362788407104,1804.5212,16
2,16.461629155359503,1360.8769,14
3,17.239515089525455,1631.8946,15
5,13.194640264355264,1569.1187,1
5,16.814446723881588,1408.0725,14
4,13.25071110075088,1763.2227999999998,3
3,16.490020962451368,1231.7994,13
2,13.784758084737344,1821.9556,3
3,15.388022521772395,1601.5717,15
3,17.721109405238302,1442.7615,14
3,15.889101878700004,1425.6345,14
3,15.195383688756836,1450.7759999999998,0
4,17.789244937371077,1517.0873,0
3,14.78025311025291,1606.5629,1
3,12.781363700837447,1767.3875999999998,3
4,12.502004751525408,1762.0733,3
3,14.623256022482092,1809.9628,3
2,13.52129849798555,1616.8819,1
4,14.31381381261695,1756.0883,3
3,14.070157202137302,1451.3567999999998,0
5,12.113626894208132,1540.0198,0
4,16.08075954631955,1611.4809999999998,15
5,17.0335242337894,1624.8243,15
3,14.345527205494742,1823.6105,3
4,14.118322743282045,1791.4662999999998,3
2,17.302609042416954,1869.0262,4
5,17.037541918669074,1662.9774,2
3,14.713001320955335,1830.6196,3
4,15.97272590756618,1231.321,13
2,17.296063984286718,962.9412,12
3,16.161212025209554,1614.1772,15
4,12.9895112878011,1766.4965,3
3,14.23532055562289,1755.7691,16
3,17.376675401265857,1419.3284999999998,14
5,12.35960500105889,1554.701,1
2,14.1036321775385,1802.7143,3
4,17.163730105406437,1814.3423,16
4,17.197037680609633,1234.6811,13
4,16.522312357621274,1466.7585,0
3,15.715211415704715,1804.4813,3
4,14.4567633537738,1580.1398,1
3,17.47775354388522,1246.44,13
3,14.138869487004492,1820.0442,3
3,17.871296022818015,1842.9183,16
3,14.566018671323144,1774.7310999999995,3
4,15.969883920124293,1647.5533,1
4,14.226717515806511,1766.2152999999998,3
4,17.62741609129803,1240.8539,13
4,15.437498112992206,1595.5792,15
4,13.644566077239954,1560.362,1
4,16.257547449167202,1422.279,14
4,15.740394357287869,1600.3341,15
5,17.595912721961955,1659.591,2
2,15.584298034998112,1636.1888,1
4,17.024891030893727,1429.2735,14
2,12.965165095944329,1756.3713999999998,3
2,13.577963991761893,1754.6215,3
2,17.831837715366806,1173.6348,13
3,12.4237840510578,1752.503,3
2,15.92224513721086,1855.3481,4
3,13.788070073191044,1586.5794,1
4,16.112629024058222,1410.1335,14
2,17.107167622925157,1467.7329,0
4,17.738378632383625,1843.7733,16
5,15.124675567143646,1163.2896,13
3,13.461417295865305,1763.7168,3
4,16.862713579357962,1436.8545,14
2,16.128903412113896,1233.8352,13
3,15.412328165183872,1463.9537999999998,0
4,15.745989439612927,1219.3792,13
4,16.24377592431192,1458.4456999999998,0
3,16.855084828957892,1450.4277,0
3,17.634401815735103,955.4038,12
3,16.622640732234267,1245.7978,13
5,16.11297158190104,1214.8013,13
5,13.921626082414496,1575.1027,1
4,14.255078190506566,1816.4589,3
3,15.645527461654702,1357.0389,14
3,17.574712827072418,1648.6209,15
4,16.407892475803227,1823.0044,3
4,16.35710915063428,1616.2308,15
3,12.381473206003138,1539.129,0
4,15.054989595687266,1474.9035,0
5,13.526210114907595,1767.3116,3
4,16.888354991302304,1198.9556,13
4,16.586247238120322,1845.0102,3
4,14.672603495936691,1631.3455,1
4,15.34557453304017,1638.2764,1
2,14.85902265991984,1456.959,0
4,17.139912974789468,1390.3458999999998,14
5,16.206806839297794,1028.454,12
3,14.999445955255895,1774.1668,16
4,17.74846722101582,1448.2095,14
4,17.194787189110258,1438.629,14
4,12.152739136320095,1583.2542,1
3,17.247299321155815,1637.1085,15
4,17.07203577087496,1439.6385,14
2,15.191320141724264,1636.9759,1
3,16.24497076356759,1237.1996,13
4,16.54267796449197,1837.4957,3
3,15.65221579041973,1414.1535,14
3,15.758769468089442,1853.3322,4
4,16.023244959449826,1792.8912999999998,16
3,16.06730725986909,1633.8207,1
2,13.226553902905676,1746.7061,2
4,15.782319441802688,1501.0037999999995,0
5,16.914590809367372,1793.3112,16
4,15.711143607899244,1212.1119,13
3,14.574087151165438,1607.3432,1
3,14.633215077312297,1629.2273,1
3,16.391720170624097,1423.848,14
3,17.503245885927292,1151.2668,13
4,15.30324097260141,1474.9244,0
2,16.57582754268863,1518.4287,0
5,13.082598281565131,1739.203,2
4,16.133254808702603,1635.6311999999998,1
5,16.450707287234618,1218.0597,13
3,14.462397798563122,1809.4954,3
3,15.918856429564393,1199.8634,13
4,15.83465015091106,1842.5744,3
3,12.754534900082591,1607.9756,1
4,16.922561485560465,1425.378,14
3,14.262828813051913,1628.6917999999998,1
4,15.101071353468445,1796.2885,3
3,12.59816260675948,1550.4986,1
3,13.467958046801591,1571.9305,1
3,17.24906552737368,1623.9181999999998,15
2,15.807387712597258,1231.7061,13
2,13.014542665651746,1795.6691,3
2,15.613610125024357,1473.3208,0
4,16.93814110325614,1422.882,14
4,15.005042781772488,1586.7698,1
5,17.358769156020145,1858.7947,4
5,15.94087683049097,1209.1443,13
4,17.580743379497402,1449.717,14
4,15.24096191512389,1015.83,12
4,17.57810028201135,1456.977,0
5,13.582368408547254,1593.9404,1
3,17.605690462132245,1824.6327,16
4,14.774857132237706,1784.2368,3
3,12.459300383447104,1790.4289,3
3,17.15352722186408,1438.1865,14
4,15.046670006852697,1798.3158,3
4,12.30119248173262,1566.482,1
5,14.359799847929226,1001.9115,12
2,17.696224027249997,1011.0321,12
5,14.155927064506749,1554.7775,15
4,16.350760635923354,1830.8799,3
3,14.941646791417066,1171.7539000000002,13
3,16.973825204606737,1236.1278,13
4,13.20849835862082,1556.792,1
2,12.25159116934655,1588.3372,1
2,17.623909076270138,1501.0969,0
3,16.36670248977067,1248.31,13
3,14.45857018830651,1769.0805,3
3,16.682739920119197,1475.4195,0
3,13.922588474086716,1760.4564,3
3,17.659250180561514,1159.8468,13
4,17.62767741753518,1448.0755,14
4,17.868417427207543,1643.5532,15
3,17.737357592564372,1469.9295,0
5,16.99479568960614,1215.126,13
3,14.679100495543224,1829.6658,3
4,13.131652781981384,1543.4844,0
3,14.7585039996269,1455.1625,0
3,16.163417462846944,1237.8405,13
4,17.481070659777338,1162.9163999999998,13
4,15.08526251044669,1397.5065,14
3,17.686432986881982,1867.795,4
4,16.099332142120332,1411.392,14
3,16.79672486121934,1154.4336,13
3,15.687592924474714,1844.6758,3
2,16.5574831012784,1519.8917,0
2,17.075788954646203,1669.7825,2
4,12.3234740963652,1714.6303,2
2,14.256316510144114,1640.9964,1
2,17.76850655917515,1878.4939,4
5,17.442697838786696,1472.8425,0
4,15.448189021397472,1809.598,3
4,16.99612751523933,1832.5994,3
5,16.140248100705776,1032.036,12
4,15.555800118989296,1584.5750999999998,15
4,17.654033452428994,1244.3235,13
2,15.956691422987046,1503.6524,0
3,15.251367384220345,1202.9318999999998,13
4,16.720231939792775,1356.5106999999998,14
4,16.65971850753063,1374.4505,14
4,15.498219078736003,1827.1597,3
3,14.792855154128542,1632.5389,1
4,17.49516369827449,1642.1710999999998,15
3,13.675555841257763,1746.9322,2
4,15.342976360970082,1804.1032,3
4,17.10526903709426,1460.0865,0
3,17.756231489277567,1172.5848,13
4,12.722495689729737,1773.7108,3
3,16.96523120526423,1872.8813,4
4,16.274969723474573,1224.5077,13
3,13.345228536324148,1764.5622999999998,3
4,14.259173771089316,1592.8285999999998,1
3,17.091593799424032,1361.0821,14
4,13.43141648266998,1767.8379,3
2,13.454984895688836,1769.5479,3
3,12.064847460224192,1770.5511,3
5,17.721047917161613,1524.6835,0
3,15.652005782344188,1215.0699,13
3,15.808984398734696,1232.8498,13
4,16.176486646680377,1512.7363,0
3,17.770136600006353,1666.4335,2
4,17.68076215060335,1535.8897,0
5,17.54752108075334,1451.9505,0
3,12.61581306747712,1741.8249999999998,2
3,13.407528680701354,1805.9063,3
4,14.88967877327208,1782.1696,3
5,16.44002173322004,1623.6734,1
4,17.491320661184783,1676.3173,2
4,17.14942296608536,1634.7132,15
5,16.582501753194386,1787.1228999999998,16
2,17.484713837845092,1158.9408,13
4,14.565171325855047,1571.5769,15
3,16.856571025766566,1659.7882,2
4,13.195907792317918,1771.2426999999998,3
4,15.506161082088884,1812.2067,3
4,17.43209343409218,973.5414,12
4,17.573846436490204,1475.103,0
3,12.152379838490072,1582.9244,1
5,14.251132380791182,1588.7741,1
3,16.270879755540683,1432.2285,14
5,16.689190496552513,1222.7384,13
3,14.107525969088783,1817.3291,3
5,16.934156749717065,1640.5102,1
2,16.321136811411453,1655.6147,2
5,16.05394443083774,1588.7044,15
4,16.772405885766098,1481.0081999999998,0
3,16.890481677202356,1616.3651,15
3,17.66177713718787,1445.4675,14
4,12.594840790497257,1762.4305,3
4,16.785572205731086,1462.8045,0
5,17.368298596081118,1451.436,0
3,16.343183469587327,1390.5093,14
4,13.972554479378838,1580.7195,1
4,17.8754251269226,1663.8869,2
3,15.007332330299434,1646.0964,1
5,12.711285834290443,1754.5531,3
4,13.795207629060735,1189.1763,13
3,14.695927470264444,1633.7646,1
4,12.09750876076966,1585.0528,1
4,16.147578242195173,1649.7768999999998,1
3,15.64457012195412,1227.4184,13
3,12.391729632101908,1599.4653999999998,1
4,14.886352104935204,1792.0134999999998,3
2,15.982668036640328,1823.5668,3
2,14.141929911483697,1609.8881,1
5,15.007471328127604,1599.4977,1
3,15.613453626754849,1225.3345000000002,13
4,15.921384138175435,1776.215,16
3,17.351269550541694,1497.7243999999998,0
5,16.80710850503666,1374.2966,14
2,17.384503007978417,1667.2257,2
3,17.099392186926394,1151.52,13
4,16.035581931225394,1797.3734,16
4,15.40380960757122,1489.3264,0
5,17.71914302162123,1233.9704,13
3,17.639426882248312,1876.0125,4
3,15.18170589040588,1834.1327,3
3,15.297018500796064,1184.764,13
3,14.100504674827375,1456.9219,0
3,16.297050887749037,1225.9377,13
5,14.300623021526146,1806.9304,3
4,14.451006037168709,1751.3287999999998,16
5,17.553035485002347,1470.9686,0
3,16.660334708267083,1351.6999,14
4,17.667868090995018,1825.5352,16
3,12.902432079948868,1750.318,3
3,17.53265536335508,1866.1344,4
4,16.503328572954963,1230.7269,13
5,12.53543340909966,1759.2556,3
4,17.571344900832255,1834.1327,16
2,15.413688775750533,1639.939,1
4,15.237586166602886,1214.9436,13
5,16.78522912284636,1839.6066,3
5,14.023450826823964,1596.6723,1
2,16.904176956149694,1433.4398,14
2,12.814004032723252,1737.1016,2
4,15.405360977723117,1809.8716,3
3,15.386006437238652,1495.3437,0
4,13.87030755080962,1799.2562999999998,3
4,13.990552666994711,1751.7030999999995,3
3,16.933168731602663,1431.3975,14
4,17.4850127463478,1502.406,0
3,12.780359971362753,1590.9875,1
4,15.429168069036605,1638.4974,1
5,14.006865223082276,1796.7654,3
5,15.92857947922806,1812.0661,3
5,16.012598805445172,1167.1894,13
3,16.679630563742954,1219.4287,13
3,15.177779847508411,1036.692,12
3,16.285879733873927,1659.2884,2
3,14.90840391632805,1814.9351,3
4,16.652936676084455,1198.1889,13
2,17.625040134550165,1166.5124999999998,13
3,15.252458711785716,1640.8842,1
3,15.193118983601297,1586.4281,15
3,16.190429771616987,1499.2197,0
4,17.176805099060953,1641.4299,1
5,15.73099078143511,1034.928,12
4,15.81151848369713,1639.4171,1
4,17.64541394241934,1447.5264,14
5,15.070402534038706,1782.5970999999995,3
4,17.886929771778433,1237.9281,13
4,16.534562550326722,1352.8228,14
4,16.107660234695103,1451.6999999999998,0
2,13.355841715558064,1605.5021,1
2,14.04861384592424,1609.5889,1
5,17.42424363577566,1856.1233,4
4,17.64366212062344,1427.859,14
2,17.263999149880654,1883.0425,4
5,16.40965931216946,1361.9922,14
2,13.633259979892504,1776.1751,3
2,13.834445306425817,1820.0765,3
5,12.592261443219456,1574.8052,1
4,15.173803246359489,1206.8797000000002,13
2,13.913219582829162,1806.71,3
2,16.160715481043525,1466.298,0
3,14.890664286327135,1825.6739,3
3,17.68545530117851,1572.4172,1
2,17.487455016449086,1470.108,0
4,15.01045163623078,1800.4798999999998,3
4,17.421758633094502,1625.5791,15
3,16.839761802188054,1462.1535,0
4,17.823861729643212,1845.8063,16
5,15.72703183322589,1781.2766,16
2,17.2840815983144,994.2439,12
4,13.555461287259956,1748.5282,2
4,16.06165687997077,1812.1516,3
3,13.285674700755758,1755.1382999999998,3
3,16.591940701333584,1624.9467,15
3,13.188942781163911,1611.9672,1
3,17.369977801466607,1672.5637,2
3,12.483536919131051,1550.3915,1
5,17.536694862029513,1232.3779,13
2,15.854595740629366,1640.8383,1
2,17.286136545632967,1849.3004,16
4,13.718338629358222,1741.578,2
4,13.27396556090745,1790.4574,3
4,13.735193040887,1563.2469,1
2,15.081669868162768,1614.6021999999998,1
3,16.283770875457847,1821.2222,3
4,13.497049574391404,1573.4809,1
3,16.661104475745432,1654.5267,2
2,16.231883717691172,1432.9245,14
3,16.84544373859661,1663.569,2
4,12.369803755036893,1593.2825,1
3,12.335876851075575,1560.0849,1
4,16.997898149295427,1821.4825,16
3,14.92712276691962,1480.8372,0
3,17.688944671777598,1246.2021,13
3,17.63857259251042,1436.394,14
3,16.15611255089068,1431.3975,14
2,14.500625968512775,1175.9953999999998,13
3,17.12374369850168,1468.644,0
2,15.924901145414546,1472.7675,0
4,15.337542368151718,1636.318,1
3,13.909996155891456,1456.5875,0
3,16.810918546011813,1455.246,0
3,15.32105740182238,1778.6793,16
2,16.19505808318195,1239.7034,13
3,13.70515329113525,1612.9702,1
4,15.77523112956655,1628.4215,1
5,16.471021180583133,1424.196,14
2,15.406875402224516,1358.6045,14
5,12.421589327854704,1728.1849,2
3,13.220188641846256,1614.0735,1
4,15.1744052409197,1395.9525,14
4,16.19459300523666,1633.9652,1
5,17.00754400961638,1463.6475,0
4,15.75882243184978,1614.1891,1
3,14.42410854179903,1632.0748,1
5,17.004910197146035,1239.3082,13
3,15.407372734659535,1779.8763,16
2,12.299767720892302,1775.6772999999998,3
4,15.74493099185874,1164.3538,13
4,17.664829668832244,1827.9539,16
4,17.645137734817197,1459.305,0
2,14.34255878118958,1786.7828,3
3,15.838236263804689,1636.0902,1
4,17.492973823892335,1671.491,2
4,12.146908936949462,1569.627,1
2,13.830636637640756,1793.8831,3
4,14.68627721242259,1614.0463,1
4,15.61996700280706,1805.836,3
2,12.9165862149185,1758.1327,3
3,17.755440022490298,991.1642,12
4,13.392098023594537,1600.9308,1
2,16.991372223259486,1478.0265,0
3,16.88991021587578,1620.2139,15
3,17.187928121141603,989.196,12
4,12.132714306171437,1530.1835999999998,0
2,16.374015248068318,1506.7836,0
2,15.98983221726522,1243.3785,13
4,17.822919096639644,1497.2855,0
5,16.336688595680027,1599.6439,15
4,15.752254727773998,1614.5665,1
5,14.632040870144742,1809.3206,3
3,14.480356477630972,1578.3565,15
2,14.195186779100812,1809.5942,3
5,13.044823177116095,1763.162,3
4,12.42117365330224,1547.7565,0
4,13.638608298362458,1757.6672,3
3,16.45677886875693,1643.2625,1
2,12.78947331685372,1787.0925,3
4,13.875680622669748,1796.8243,3
5,16.456771279865187,1032.6374999999998,12
2,16.07115826314491,1229.1071,13
4,13.458522872476877,1563.2214,1
2,16.006242616288937,1644.5086,1
7,19.95640629737019,1949.9567,4
8,23.86148841499474,1577.2485,1
7,26.647795413770112,1907.2846,4
7,27.212859213188,1852.5206,4
6,25.42991446244918,1511.2695,0
9,25.973534897400192,1804.074,16
9,26.305694073920694,1510.5795,0
8,24.107876829730973,1764.5509,3
7,21.72871783369712,1767.5036,3
7,25.41138373804518,1618.9899,15
8,25.41797701395462,2013.2001,17
7,25.118053092488285,1601.3625000000002,1
7,26.760032645267408,1655.0265000000002,2
8,23.86840992270833,1697.6149,2
9,22.398132225346806,1582.5469999999998,1
8,21.841405974276896,1742.9726,2
6,27.866215893591765,1942.598,4
7,22.59582304308077,1589.8965,1
6,26.356431650992143,1686.723,2
7,20.22781851689645,1722.814,2
6,27.62821147920072,1641.5565,15
9,21.14247283534869,1530.681,0
8,20.73309086042926,1929.5925,4
7,27.034896655922484,1660.3920000000005,2
7,21.975212491096407,1545.975,0
8,24.22359845735767,1514.673,0
7,21.008595579290304,1753.1604,3
7,20.19380196784898,1621.9683,1
7,27.18508108231825,1773.0422,3
7,25.7952269793746,1629.9900000000002,1
8,21.303088906116585,1561.89,1
7,23.35536770507381,1689.9224,2
9,27.57501140792784,1503.0315,0
8,24.31156392735665,1801.5308,3
7,20.15333872670361,1658.5081,2
7,25.80294064646214,1848.1376,3
8,22.061349043811887,1709.9449,2
9,26.069448620765364,1710.9837,2
7,27.81641163286648,1791.1948,3
8,21.470195042402956,1557.0232,1
7,24.82081703439816,1817.3255,3
8,22.11038150227658,1579.7535000000005,1
7,26.74504663642068,1854.6541,4
6,27.52741931133353,1451.5774,0
8,27.955509829951403,1517.82,0
9,25.00914554535697,1795.0453000000002,3
7,26.644035546015765,1834.8406,16
8,25.869004513214957,1610.7329999999995,1
7,25.05366565535292,1589.3745,15
9,20.083805144414075,1703.3983,2
8,23.452663117534215,1592.931,1
9,24.172310247415485,1576.7874,1
7,21.795171174335145,1566.357,1
7,25.37825915789655,1887.4619,4
7,26.480897248430203,1398.8273,14
7,20.699910102368715,1545.432,0
7,26.110416263873013,1821.1675,16
9,25.467721301407774,1372.2228,14
8,26.42947123030824,2037.389,17
9,21.02345302920718,1511.1453,0
7,21.83391636681809,1571.6505000000002,1
8,24.363338668507247,1811.9046,3
9,20.30099904452585,1716.2453,2
8,23.940058680337607,1615.4794,1
6,26.637091668753182,1403.0861,14
7,20.314580041264687,1549.194,0
9,26.20275030014928,1616.7464999999995,1
6,25.857810257025605,1652.5124999999998,2
6,22.27875778277752,1495.2735,0
7,20.539525549200228,1556.769,1
8,25.40884429766421,1701.241,2
9,27.64711774800658,1870.7361,4
8,22.114892044014628,1531.7934999999998,0
7,23.749578524984937,1646.161,1
8,27.410418690362867,1558.3650000000002,1
7,23.064994602591145,1608.0181,1
6,26.682399464573315,1631.9775,1
7,21.159977930030216,1563.0075000000002,1
9,27.328343120554216,1540.932,0
8,25.94251046192414,1632.1935,1
7,24.921509888270336,1898.0943,4
8,24.86013835877496,1616.3429999999998,1
8,21.351825424871592,1711.9608,2
8,20.31802451204373,1492.2650999999998,0
8,27.322174460846643,1890.9199,4
7,27.577900662106337,1631.9835,15
8,25.56947481228585,1456.35,0
6,25.368245718225307,1633.2315,1
7,22.666017797386623,1469.2244999999998,0
6,21.86603659236535,1808.2262,3
6,24.65213269881808,1897.207,4
7,19.9178757455648,1540.902,0
9,25.68054586771436,1824.7324,3
7,27.24586955151917,1406.1645,14
6,24.07405349965183,1664.0297,2
8,21.762879266984505,1565.2844999999998,1
6,26.230869948766674,1896.8726,4
8,24.403684974163763,1924.0198,4
9,26.06420204356444,1831.7919,3
8,26.8462603912424,1707.4324,2
9,21.816122365314392,1529.619,0
7,21.42640108026308,1755.5134999999998,3
9,22.508247527049075,1743.2717999999998,2
9,27.435075881321826,1837.9771,16
7,24.32554569338441,1902.6163,4
8,25.07869897944504,1493.706,0
8,27.345200128478677,1745.5022,2
9,26.49634147585619,1244.9307,13
6,25.220389924328327,1835.742,3
8,24.47495306228601,1597.3739999999998,1
8,20.84276527232964,1531.7118999999998,0
8,21.81919107519854,1800.6091,3
9,22.18771401867737,1641.0525,1
9,22.076459970075803,1535.1,0
8,23.040678880394417,1827.8703,3
6,21.26326505009276,1549.1265,0
7,26.54209441903538,1849.2073,3
8,26.17555282799711,1547.5155,0
8,22.58383410663003,1798.6153,3
8,19.963715814037847,1608.5825,1
8,24.33104533032286,1580.355,1
8,27.46256613448805,1849.6952,16
9,27.236663440741488,1483.6665,0
9,27.7283884004088,1647.3705,1
6,19.969998610642214,1719.481,2
6,23.39294218240618,1816.7577,3
9,25.194943244806858,1717.1955,2
